Epoch,TrainLoss,ValAccuracy
1,1.587637478987376,63.19166666666667
2,0.7384074266751607,85.15
3,0.3532209043105443,92.5
4,0.22331664361556372,94.76666666666667
5,0.1656864322523276,94.975
6,0.1324468115270138,96.01666666666667
7,0.096533987407883,95.74166666666667
8,0.0886925827289621,97.35000000000001
9,0.07471123614410559,97.725
10,0.06679454325512052,97.95
