Epoch,TrainLoss,ValAccuracy
1,2.1619659983317057,24.766666666666666
2,1.8030197299321493,31.933333333333337
3,1.6283725163141887,35.88333333333333
4,1.5408799301783245,42.975
5,1.4474932222366332,48.53333333333333
6,1.344070309638977,52.05
7,1.2570894600550333,55.358333333333334
8,1.2094455315272012,55.95833333333333
9,1.1851461313565572,56.616666666666674
10,1.1714140384991965,57.25833333333333
