Epoch,TrainLoss,ValAccuracy
1,1.6545263463656108,59.233333333333334
2,0.8676667317549388,81.48333333333333
3,0.45673371144135794,89.98333333333333
4,0.3171904085477193,92.0
5,0.23851146823167801,93.675
6,0.19482418417930603,94.89166666666667
7,0.16104806917905806,95.1
8,0.13925529892742633,95.74166666666667
9,0.1227473635872205,96.14166666666667
10,0.11364229181408882,96.55833333333334
