Epoch,TrainLoss,ValAccuracy
1,2.132484159151713,27.158333333333335
2,1.73225820795695,32.40833333333333
3,1.597849578221639,37.166666666666664
4,1.492841962814331,47.15833333333334
5,1.3181658172607422,55.875
6,1.160956041653951,59.575
7,1.0722306152979533,62.224999999999994
8,1.0223659884134928,63.141666666666666
9,0.9914815756479899,64.39166666666667
10,0.9848925364812215,64.11666666666666
