Epoch,TrainLoss,ValAccuracy
1,2.2398823064168294,19.716666666666665
2,2.040076272646586,25.95
3,1.8389294331868489,29.133333333333333
4,1.73714155737559,31.8
5,1.6655363454818726,33.75833333333333
6,1.612117914835612,34.925
7,1.5815545285542807,35.86666666666667
8,1.5632280219395955,36.375
9,1.5550289589564006,36.858333333333334
10,1.54889017645518,36.925000000000004
