Epoch,TrainLoss,ValAccuracy
1,1.778539519627889,49.18333333333334
2,1.1105223813056946,69.50833333333334
3,0.716078348795573,82.325
4,0.4875758074919383,89.09166666666667
5,0.34041198178132376,91.3
6,0.2716628406445185,93.0
7,0.22858565413951873,92.40833333333333
8,0.20416945677995682,93.925
9,0.18696320350964865,94.45
10,0.17760121005773544,94.53333333333333
