Epoch,TrainLoss,ValAccuracy
1,1.700749340057373,52.175000000000004
2,0.8828106212615967,79.03333333333333
3,0.4570790611108144,89.65833333333333
4,0.2556007137298584,93.10000000000001
5,0.18602389267086983,94.59166666666667
6,0.1393089712659518,96.475
7,0.11086186053355535,96.875
8,0.09467240853607654,97.13333333333334
9,0.08140115509430568,97.60833333333333
10,0.07395628895113865,97.45
